sLap,curv,theta,xi,yi
13.9332703456405,-0.0018027580682324,-0.19480364159064428,14.004874674264428,-1.5418074264989277
14.1323629506761,-0.001679962523744,-0.19513810970585874,14.200188680671438,-1.5804118858413931
14.3314555557118,-0.0015624762616579,-0.19582815600684517,14.633383967508745,-1.666345012290853
15.0156356350934,-0.0012072961719169,-0.19665416399758437,15.304377027220434,-1.8000263305120494
15.699815714475,-0.0009484307842676,-0.19707302549998634,15.73746500289642,-1.886498661834094
15.8989083195106,-0.000895154323576,-0.197251244106176,15.932696996881832,-1.9255157594242749
16.0980009245463,-0.0008510286897642,-0.1976270893038381,16.365736994895375,-2.01222803583233
16.7821810039279,-0.0007712354086797,-0.19815475320697049,17.03652869847853,-2.1469160881109968
17.4663610833095,-0.0007777099940487,-0.19849821820404126,17.469492994622087,-2.2340055652270756
17.6654536883452,-0.0007910962712059,-0.19865571962150963,17.66466999751472,-2.273296822800863
17.8645462933808,-0.0008072017904012,-0.19901220926764665,18.0975894732555,-2.3606088281822664
18.5487263727624,-0.000875076957303,-0.19961091948975923,18.768184337527515,-2.4962735215796554
19.232906452144,-0.0009421196326569,-0.20002699375824878,19.20101498750712,-2.584024801898924
19.4319990571797,-0.0009576701574869,-0.20021765880466774,19.396130381787817,-2.623620866028697
19.6310916622153,-0.0009708566119755,-0.20064642436758964,19.828906592904488,-2.711640238049237
20.3152717415969,-0.0009807640657243,-0.20131744360393153,20.499268965756972,-2.848449119654917
20.9994518209785,-0.0009330274151507,-0.20172950241873908,20.93194959120663,-2.936937170373234
21.1985444260142,-0.0009077844667576,-0.20191023559303678,21.126997686655518,-2.9768634254150377
21.3976370310499,-0.0008788179419855,-0.20229835353440254,21.559627905575564,-3.0655975926595884
22.0818171104314,-0.0007683960844857,-0.20282407482848244,22.22978339713291,-3.2034163074920743
22.765997189813,-0.0006557945903253,-0.20311369755259392,22.662341123385332,-3.2925031876640296
22.9650897948487,-0.0006253749744461,-0.20323820508538054,22.85733602601724,-3.3326884253449696
23.1641823998844,-0.0005938789986413,-0.203500483634055,23.289859262349157,-3.4219426061568425
23.848362479266,-0.0004684653837288,-0.2038209983174821,23.95987702619607,-3.560429346143476
24.5325425586475,-0.0002446389862808,-0.20392903978454477,24.39236197238228,-3.649868879246597
24.7316351636832,-0.0001475344887856,-0.2039584128102497,24.587327882726242,-3.6901945433285577
24.9307277687189,-3.0624082618639e-05,-0.2039719375180809,25.01980899176131,-3.7796526289733685
25.6149078481005,0.0005693418810519,-0.20358240514470755,25.689859778527687,-3.9179795033556406
26.2990879274821,0.001525967627521,-0.20290848238336043,26.12243577765091,-4.006977614245343
26.4981805325177,0.0018806512222204,-0.2025340586323651,26.317458928231606,-4.047025537006208
26.6972731375534,0.002268577320711,-0.2015321724424288,26.750157006602002,-4.135428205144685
27.381453216935,0.0038643319487367,-0.19888827350298527,27.42084973331363,-4.270608260473617
28.0656332963166,0.0058634971332568,-0.19629874007650314,27.854004533426608,-4.3567452322016615
28.2647259013522,0.0065203636027437,-0.19500058390105326,28.049323847095916,-4.395322830463221
28.4638185063879,0.0072100312130872,-0.19181637208889524,28.48286039213654,-4.479517384168753
29.1479985857695,0.0098396891165174,-0.1850842528080661,29.155355188301826,-4.605426598101744
29.8321786651511,0.0128590709162786,-0.1794052197643992,29.589903268105584,-4.684234117402266
30.0312712701868,0.0138085544575094,-0.176656038685677,29.78589736684448,-4.71922238171202
30.2303638752224,0.0147855720349299,-0.1701261927347088,30.221157986021336,-4.793994382843283
30.914543954604,0.0183423458739573,-0.15757672507861994,30.896861386332425,-4.901359627828076
31.5987240339856,0.0220744353976926,-0.14782785217326183,31.333680954104427,-4.966408255568542
31.7978166390213,0.0231683300982518,-0.14321520897967502,31.530735292551817,-4.994823974439313
31.9969092440569,0.0242527904230862,-0.13250429532887145,31.968500313557605,-5.053171597725893
32.6810893234385,0.0278266761012722,-0.11346583786497702,32.648280879134646,-5.130636194067503
33.3652694028201,0.0309707123186993,-0.0997880457609503,33.08772021437589,-5.17463311898466
33.5643620078558,0.031768606336361,-0.09346315116709047,33.28594387937852,-5.193213862049097
