sLap,u,Kt,aTheta,xi,yi
0.0,-7.694122854152025e-14,-0.0001701102026239807,0.09765872166669352,-5.00690069520168,-0.47655699533398893
0.6163138780400167,1.6905307473864963e-12,-0.00017011014698705088,0.09755388058613489,-4.393520295511463,-0.4164963493759449
2.7342713879427905,6.463997519267127e-10,-0.00017010983126956785,0.09719359422369744,-2.2855957261217332,-0.21058866376969473
4.852228897845563,3.390847173609993e-09,-0.00017010592650720268,0.0968333123306584,-0.17759710827157402,-0.005440443267396937
5.468542775885581,4.792440112588558e-09,-0.00017010347817368458,0.0967284742296986,0.43583265705893215,0.05411389262134601
6.0848566539255975,6.5014305552585325e-09,-0.0001700999879332888,0.0966236385221028,1.0492686622972687,0.11360392033827084
8.202814163828371,1.5152944290747946e-08,-0.0001700779106933645,0.09626339321584601,3.157383860553681,0.3175506685175067
10.320771673731144,2.8644685379151113e-08,-0.00017003238421701611,0.09590321950048841,5.265572385619317,0.5207380403476962
10.937085551771162,3.358049405709692e-08,-0.00017001326115233747,0.09579843152015867,5.879057275397136,0.5797218171652568
11.55339942981118,3.898092822582134e-08,-0.00016999092014844715,0.0956936571914904,6.492548341607969,0.6386413182765666
13.671356939713952,6.127184107820397e-08,-0.00016988579439530238,0.09533372553774944,8.600852266706372,0.8406277649206673
15.789314449616725,8.945408839774621e-08,-0.00016972721863784014,0.09497407313830578,10.709228728525726,1.0418556475805691
16.405628327656743,9.878207887791035e-08,-0.00016966924429773805,0.09486948497916896,11.322768152550525,1.100269439369079
17.02194220569676,1.0860860921218317e-07,-0.00016960537134598863,0.09476493531511744,11.936313680450633,1.1586190850122695
19.139899715599533,1.461930000252605e-07,-0.00016933655144816406,0.09440598790108214,14.044804193457933,1.3586483875734554
21.257857225502306,1.8949757973071277e-07,-0.0001689820718490503,0.09404770054797197,16.1533663050317,1.5579215359610856
21.874171103542324,2.0313756932656882e-07,-0.00016886109242977463,0.09394359092453713,16.76695956530945,1.6157670788219047
22.49048498158234,2.1722441312402876e-07,-0.00016873159764304495,0.0938395593387628,17.380558840830506,1.673548780635985
24.608442491485114,2.6892975960662333e-07,-0.00016821760444333465,0.09348271708126267,19.489233354013592,1.871628974300603
26.726400001387887,3.253589450055218e-07,-0.0001675890990716851,0.09312708470547709,21.597978297253366,2.068957966898467
27.342713879427905,3.425950147471841e-07,-0.00016738326283699577,0.09302385970751237,22.211624526145542,2.1262388680013755
27.959027757467922,3.6017016504346734e-07,-0.00016716674315925406,0.09292076551088144,22.82527665907404,2.1834564857213197
30.076985267370695,4.229674169745909e-07,-0.00016633798732746056,0.09256756700839264,24.934131931127443,2.379602879780559
32.19494277727347,4.889954972761251e-07,-0.00016537280820573294,0.09221626824490729,27.043056165115836,2.575006420350844
32.811256655313485,5.087245331526819e-07,-0.00016506533966803498,0.09211444054094524,27.656754272667655,2.6317288024114833
33.4275705333535,5.286550580959804e-07,-0.00016474570072733276,0.0920128064714168,28.2704581455042,2.6883887753916644
35.545528043256276,5.984554370487293e-07,-0.00016355238048259668,0.09166511940440282,30.379490118901682,2.8826260084540345
37.66348555315905,6.697619317961111e-07,-0.00016220963105643442,0.0913201179812913,32.488589239405144,3.076132778861866
38.279799431199066,6.906965339358313e-07,-0.00016179037266144796,0.09122027434103108,33.10233787697899,3.1323057767390203
38.896113309239084,7.116839904574362e-07,-0.0001613582475265606,0.09112069316388814,33.716092110648745,3.188417600591922
41.01407081914186,7.839762372026135e-07,-0.0001597743322681618,0.09078059360603348,35.82529581033421,3.3807811169160735
43.13202832904463,8.560256876825073e-07,-0.0001580375622189479,0.09044401058337141,37.93456447464926,3.572430991625096
43.74834220708465,8.768512800272561e-07,-0.00015750353389018366,0.09034677376302344,38.54836201807204,3.6280670544012406
44.364656085124665,8.975866120898748e-07,-0.00015695674626087084,0.09024986983223335,39.16216495731608,3.6836435597791706
46.48261359502744,9.679312575091071e-07,-0.0001549808743807502,0.08991950857087067,41.27153445774588,3.874180385648713
48.60057110493021,1.0364170031249891e-06,-0.00015285798406598162,0.0895934878115939,43.38096637804959,4.064024925258258
49.21688498297023,1.0559130686520401e-06,-0.00015221318414690337,0.08949947754886098,43.99481093054287,4.119139906462854
49.833198861010246,1.0751915130473863e-06,-0.00015155647630933226,0.08940586793957703,44.608660648983204,4.174197325518979
51.95115637091302,1.1395905502124821e-06,-0.00014921049936775598,0.08908733863240632,46.71818910754793,4.362966116682402
54.06911388081579,1.2007612521495232e-06,-0.00014673154674020567,0.08877391882314338,48.82777710807423,4.551068341217615
54.68542775885581,1.2178874730594986e-06,-0.00014598618844531837,0.08868371554579785,49.44166652115559,4.6056813825216
55.30174163689583,1.2346937198713699e-06,-0.00014523040471935565,0.08859397424339667,50.05556084403513,4.660239210562382
57.4196991467986,1.2898546853205975e-06,-0.00014255620740273375,0.08828919451403996,52.165240592697856,4.847309612147875
59.53765665670137,1.3407425357122128e-06,-0.00013976970664314855,0.08799019754793307,54.27497672082692,5.033743117598321
60.15397053474139,1.3547000391523416e-06,-0.0001389390539552101,0.0879043114210317,54.888908630017305,5.087876348215735
